set,label,f0,mfcc,cqt
val,0,253.64073626032723,"[-438.5924      65.23385    -34.574615    35.468887   -13.824708
   -1.262149    -6.1042      -3.9284678  -10.17036      0.9461221
   -4.9860005   -6.5835657    1.7930309   -6.817816     4.5064297
   -8.35637      4.243873    -0.5651317   -4.1870914    6.746329 ]","[0.50348574 0.5049217  0.46269405 0.4145556  0.50204635 0.4748944
 0.45593357 0.54824984 0.4792001  0.35944623 0.36982608 0.4192509 ]"
val,0,212.8482215787953,"[-443.96725      90.92097     -21.176397     32.977722     -9.948455
   -1.9467334    -8.679344     -8.50199     -13.944323     -4.2347646
   -9.961289     -7.738318     -1.0439934    -9.756078      6.932418
   -8.93275      -1.6390461    -0.49323884   -6.1912766     5.2659492 ]","[0.34862638 0.30677104 0.4183049  0.33290645 0.43299612 0.52216357
 0.5012627  0.5607928  0.54043406 0.40591434 0.3131861  0.34409413]"
val,0,204.86914771511323,"[-4.2768164e+02  8.0713326e+01 -3.2016911e+01  3.3042583e+01
 -1.9557388e+01 -2.3032262e+00 -5.5220938e+00  2.0784233e+00
 -1.4129079e+01 -2.3817803e-01 -4.3990245e+00 -7.3332696e+00
  2.5245829e+00 -1.1239931e+01  8.6332769e+00 -9.4598408e+00
 -2.0335039e-01  1.7542821e+00 -6.0212135e+00  4.6420617e+00]","[0.36966124 0.36022553 0.47426698 0.43350044 0.54535705 0.6586174
 0.64922935 0.6100895  0.49827313 0.3614258  0.33582038 0.37136304]"
val,0,190.13593559651713,"[-441.41205     94.58032    -33.48484     20.6939     -16.024132
    5.5012965   -4.0321507   -1.8466642   -9.682657     2.319724
   -5.3053336   -6.8873453    3.1008651   -9.710978     7.0446362
   -8.035196     1.4165395    1.4981928   -5.172446     5.252071 ]","[0.42391902 0.42151994 0.44409686 0.46132946 0.6269775  0.6828355
 0.5300219  0.5445092  0.49361035 0.4165263  0.3638212  0.4020573 ]"
val,0,221.82963578904014,"[-444.69315     97.380844   -28.996977    10.090397   -13.106531
    5.9995813   -7.640781   -18.801853   -10.5682       2.5495706
   -7.7640567   -1.9305074    1.1974529   -8.234793     8.925368
   -8.638839    -1.4681666   -0.7133065   -7.90408      5.280111 ]","[0.37791947 0.3458666  0.34594008 0.36980566 0.50055546 0.6581476
 0.42460355 0.48719606 0.44051996 0.3454584  0.36688977 0.38798064]"
val,0,197.91291540361811,"[-4.76848633e+02  1.01360825e+02 -1.90873070e+01  3.73664703e+01
 -1.44194841e+01 -5.57680988e+00 -3.57992554e+00 -6.62895918e+00
 -1.38386230e+01 -5.20107031e-01 -9.40701866e+00 -5.58932829e+00
 -1.25658357e+00 -9.18248844e+00  8.67585564e+00 -1.07713671e+01
  3.87776166e-01 -5.98611116e-01 -6.37787199e+00  3.24745989e+00]","[0.306971   0.37497088 0.3926281  0.4180069  0.50626236 0.65646523
 0.5080833  0.52637506 0.48718593 0.41379115 0.3513881  0.30613863]"
val,0,202.60878348951667,"[-4.0650018e+02  9.7484009e+01 -4.3429806e+01  3.2237995e+01
 -1.0880719e+01 -4.3844972e+00 -3.6910508e+00 -4.9852180e+00
 -1.8320944e+01 -8.9191526e-01 -8.4640303e+00 -1.0570431e+01
  1.6210513e+00 -1.0732858e+01  5.8577070e+00 -1.1683185e+01
 -2.2285161e+00 -1.5492415e-02 -8.7878666e+00  4.8408113e+00]","[0.37538683 0.3723036  0.3395397  0.35898662 0.5765972  0.675185
 0.48932385 0.5616225  0.4839698  0.3788024  0.33155584 0.34870756]"
val,0,204.18510629979218,"[-456.23398     54.879665   -23.296162    26.392977   -15.470035
    8.493622    -6.4855175    3.9671478   -8.664521    -3.2382238
   -1.8442752   -6.9804635    2.9605904   -6.1759944    6.004966
   -6.7752604    1.0756141    1.1068313   -3.053848     3.7006497]","[0.5352732  0.49535212 0.44395214 0.4799159  0.6569949  0.772868
 0.55877775 0.55053574 0.4939033  0.3990816  0.39087555 0.47389597]"
val,0,235.48091500547048,"[-440.32004     77.972176   -36.830334    31.559422   -27.312101
    8.891134    -4.39289      1.1723161  -15.417701    -1.8159555
   -4.581885    -9.295628     4.7661905   -9.113399     7.3114386
   -7.63601      2.085001    -1.7801179   -3.6520348    6.567537 ]","[0.48288128 0.490859   0.39790753 0.39878428 0.5325054  0.58249074
 0.5462164  0.5363015  0.559577   0.42433298 0.34518468 0.3546852 ]"
val,0,232.482880902925,"[-4.8457639e+02  6.5083900e+01 -2.7793615e+01  2.5463867e+01
 -1.2141816e+01  6.9052224e+00 -5.5123839e+00  2.3853300e+00
 -8.6626987e+00 -1.2438184e-01 -4.8093653e+00 -6.4643583e+00
  3.9166062e+00 -7.8584604e+00  6.8666410e+00 -5.6184220e+00
 -6.5424049e-01 -2.0866930e+00 -2.5449619e+00  4.9147792e+00]","[0.52432054 0.56866926 0.40980196 0.3601841  0.49644125 0.6129444
 0.46075886 0.4900901  0.5383036  0.3950962  0.3413318  0.4009524 ]"
