set,label,f0,mfcc,cqt
val,0,198.39682594117355,"[-394.58084      78.96288     -30.943855     37.878136     -3.0845013
   -0.5352907   -18.404652     -2.7112963   -15.879387      2.121374
   -3.0235262    -6.816418      5.5681744    -8.217126      7.5045867
   -5.574331      0.44709796   -4.300095     -4.196686     -3.4640374 ]","[0.33133727 0.37743992 0.4950229  0.52721035 0.67084444 0.70305264
 0.5602098  0.46571732 0.3798589  0.40712887 0.35540423 0.36695608]"
val,0,173.69735275287053,"[-3.8480460e+02  8.4642929e+01 -1.8935732e+01  4.0771252e+01
 -6.2984009e+00 -1.8375556e+00 -2.0328993e+01 -2.5278401e+00
 -1.5094785e+01 -3.4438248e+00 -5.9845839e+00 -8.6224451e+00
  5.5036330e+00 -6.9327521e+00  6.8289204e+00 -6.2434244e+00
  3.0026314e-01 -3.2967184e+00 -5.7601910e+00 -4.3061557e+00]","[0.29016143 0.30929106 0.39462438 0.42869028 0.6001237  0.63949555
 0.51103634 0.40914014 0.36087072 0.40952134 0.3473801  0.3225237 ]"
val,0,156.91836901226836,"[-394.2128      82.53162    -19.17816     34.686337    -8.1467085
   -3.4854476  -16.863365     4.4146147  -14.309893    -3.5889862
   -6.214259    -8.327597     3.830361    -6.940757     5.3707933
   -6.6182857    2.6074715   -4.4527884   -2.8313012   -4.916063 ]","[0.4118928  0.4827361  0.5349858  0.50959015 0.49841088 0.54221237
 0.46999612 0.42086846 0.41604298 0.4308799  0.3392675  0.34543705]"
val,0,169.2327644009684,"[-3.6897021e+02  1.0341099e+02 -3.6723530e+01  3.2476204e+01
 -1.4987226e+01  4.2139287e+00 -2.2206072e+01  1.8752617e+00
 -1.9589598e+01 -2.4167790e-01 -2.3709650e+00 -1.0351603e+01
  1.0442055e+01 -1.1106764e+01  7.4736080e+00 -5.0223398e+00
  7.5511402e-01 -4.0681872e+00 -5.1859317e+00 -6.5276914e+00]","[0.3324773  0.41661668 0.521927   0.51161927 0.68058294 0.61682594
 0.39128268 0.3290302  0.33589628 0.3855209  0.3297843  0.33342317]"
val,0,134.91173933369788,"[-392.28506    100.29013    -23.823076    22.80998    -10.974487
    4.4863663  -20.268204    -3.6348374  -17.989695    -1.1432276
   -3.9919205   -9.182929     7.986149    -5.5596404    8.916801
   -2.1189313    2.7053869   -5.809374    -4.9672637   -5.5259275]","[0.3668661  0.44140205 0.48072508 0.4715331  0.59037817 0.5740849
 0.38764864 0.42600578 0.4323776  0.42696357 0.3934499  0.39121252]"
val,0,168.118358405818,"[-3.4951056e+02  8.9155403e+01 -2.5440123e+01  3.5262798e+01
 -1.2093776e+01 -3.0530486e+00 -1.9064837e+01  2.7203703e-01
 -1.9918531e+01 -4.1474977e+00 -5.9522767e+00 -1.0448478e+01
  5.8652763e+00 -1.0799954e+01  5.1349015e+00 -5.6482387e+00
 -1.2199531e+00 -6.8273449e+00 -3.1018584e+00 -2.0813704e+00]","[0.35127792 0.3961452  0.42332536 0.44307098 0.4702535  0.52585775
 0.5647023  0.47051427 0.41191983 0.40542015 0.4173756  0.34268242]"
val,0,151.86557315146285,"[-3.94032593e+02  8.23434219e+01 -2.89436378e+01  3.83972473e+01
 -9.93836939e-01  1.48827016e-01 -1.29276495e+01  1.88845217e+00
 -1.45995541e+01  1.69893011e-01 -3.02536678e+00 -9.48770905e+00
  4.76230621e+00 -7.49874306e+00  6.52680635e+00 -4.13052511e+00
 -3.02735746e-01 -1.50803137e+00 -2.62027574e+00 -3.63850188e+00]","[0.3436485  0.3582045  0.43840334 0.5408096  0.6273824  0.6573078
 0.6148421  0.4448787  0.3883437  0.33777207 0.31065562 0.30530724]"
val,0,187.95932152691105,"[-351.54922     85.411674   -41.13821     37.100204   -29.73987
    5.521871   -17.484053     4.602774   -26.821405     1.0958035
   -1.101958   -15.392097     9.820391    -9.51085      5.6756763
   -9.127834     5.2858524   -4.560861    -4.2342443   -2.4340813]","[0.42422113 0.46016973 0.54966223 0.5333015  0.53432935 0.6174388
 0.55501366 0.47801214 0.44115862 0.45807174 0.44714636 0.393466  ]"
val,0,166.88668425618295,"[-422.88306     67.74763    -21.021894    36.6056     -19.8449
    6.398113    -9.384946    11.009523   -16.418875    -2.6589406
    1.5526149  -10.287459     7.26962     -4.56989      6.84979
   -4.9613585    3.4897926   -1.3032302   -3.4752495   -4.861809 ]","[0.3562972  0.37951347 0.54386157 0.6764848  0.74863124 0.77195084
 0.6320083  0.43584368 0.3518183  0.34560448 0.3281235  0.3483138 ]"
val,0,174.71981526626155,"[-404.1359     103.65077    -10.548096    30.180294   -18.997986
    0.7457645  -12.943136     4.2347283  -19.255234    -2.0035663
   -2.230414   -11.9366045    5.0416265   -7.0555773    4.4333963
   -6.9263225    1.5658237   -2.7919817   -2.055503    -3.9094427]","[0.37080425 0.42132527 0.40670267 0.4397489  0.56544673 0.7113721
 0.49375847 0.47451547 0.35511324 0.31289336 0.30398396 0.33289716]"
val,0,189.47157801424189,"[-374.6699       49.51733     -27.438547     47.53888     -20.068924
   15.03086     -18.520433      4.4858017   -20.893288     -5.081311
   -3.8297784   -11.353318      8.929112     -6.460112      8.441305
   -6.3196273     7.420193     -0.56217456   -1.8485894    -4.8007073 ]","[0.46144572 0.46565473 0.48477653 0.5310473  0.6991316  0.6749052
 0.57397264 0.5199062  0.4318208  0.44892308 0.40586495 0.42122808]"
val,0,169.55130902988878,"[-3.5137256e+02  9.0879837e+01 -2.0880018e+01  2.9988792e+01
 -1.4450745e+01  2.9929307e-01 -1.2733345e+01 -1.0680352e+00
 -2.2775911e+01 -4.7670932e+00 -6.4527493e+00 -1.2573384e+01
  6.1109781e+00 -6.5361848e+00  5.1225643e+00 -5.1707006e+00
  9.8397952e-01 -3.8407068e+00 -4.3673210e+00 -7.3596458e+00]","[0.4291633  0.42814404 0.49090058 0.501526   0.5972774  0.6298637
 0.45003545 0.38200223 0.3650164  0.45081022 0.38711035 0.4272536 ]"
