set,label,f0,mfcc,cqt
val,0,225.28764600269614,"[-4.0421893e+02  6.8824532e+01 -4.3745377e+01  5.1155838e+01
 -1.7354925e+01 -1.3093449e+01 -2.0228504e+01 -1.4259174e+01
 -1.2943467e+00 -8.2385273e+00 -3.8451447e+00  1.2328265e+00
 -4.5499873e-01  7.9851754e-02 -1.4227363e-01 -1.0572289e+01
 -5.4585928e-01 -9.0959101e+00 -6.7226774e-01  2.8387985e+00]","[0.36020735 0.3968897  0.3903047  0.32540953 0.37023115 0.52659965
 0.52947825 0.54302657 0.58247983 0.45438737 0.39253834 0.28672743]"
val,0,210.333206240962,"[-385.70905     84.91736    -33.797485    39.86813    -16.940405
  -10.9435     -22.205973   -15.835769    -7.0698633  -13.215242
   -7.383096     2.3539598   -2.3956778   -1.443454     1.1751498
  -15.053011    -2.8169694   -9.722707    -3.5521343   -1.0096668]","[0.39702302 0.35278732 0.35662127 0.3503458  0.34449583 0.47212473
 0.47038904 0.56358105 0.5655196  0.47440854 0.3613613  0.34504285]"
val,0,235.5523096984507,"[-364.36313     83.76364    -48.175137    41.51637    -26.016825
  -12.809977   -20.37617    -13.473145    -4.686452   -11.194226
   -6.276387     2.5566657    0.7917938   -2.8792102    2.4301002
  -14.230515    -3.5256345   -6.953103    -1.6108166    2.3339906]","[0.3350228  0.3234018  0.2718421  0.2382445  0.4288685  0.66996884
 0.48330444 0.50794524 0.4261583  0.43702346 0.3523004  0.3069404 ]"
val,0,220.14528722847768,"[-3.7715469e+02  9.3744865e+01 -4.4042473e+01  2.2384043e+01
 -1.5609972e+01 -1.2384157e+01 -1.9621046e+01 -1.6922127e+01
 -3.3309488e+00 -5.4963560e+00 -7.6312466e+00  3.1965145e-01
 -7.3942421e-05 -7.0306227e-02  3.3283734e+00 -1.3250928e+01
 -3.3923261e+00 -6.5348358e+00 -4.4158454e+00  1.9323950e+00]","[0.3782398  0.3520691  0.3055259  0.2960801  0.39076716 0.5164115
 0.47111276 0.6192983  0.54077464 0.4244362  0.34643075 0.3366693 ]"
val,0,219.73786763224405,"[-3.9956689e+02  8.3836357e+01 -4.7640339e+01  2.7198147e+01
 -1.3317579e+01 -7.2519464e+00 -2.2793884e+01 -2.3879534e+01
 -1.1230226e+00 -1.8126116e+00 -9.7110386e+00  2.5520089e+00
  3.3270993e+00  4.5552492e-01  4.2037988e+00 -1.4430532e+01
  1.0546978e+00 -2.2465427e+00  4.4329323e-02  9.3070908e+00]","[0.4286742  0.47986063 0.44095144 0.34717098 0.37696654 0.47039735
 0.46123907 0.5763259  0.4901486  0.34744254 0.29832813 0.36614558]"
val,0,227.36875198007567,"[-4.2635190e+02  8.2612968e+01 -2.8398203e+01  3.4427708e+01
 -1.5469800e+01 -1.1330153e+01 -1.4002985e+01 -1.3270504e+01
 -3.3233862e+00 -9.7246494e+00 -3.3775601e+00  2.5760312e+00
 -4.2082414e-01  8.6682123e-01 -1.1557299e+00 -1.2037433e+01
 -4.6893401e+00 -7.8415599e+00 -2.8653536e+00  3.7694904e-01]","[0.46055028 0.4626456  0.363553   0.3263568  0.40135863 0.56313443
 0.5359549  0.5588263  0.513866   0.32556263 0.3219933  0.34215447]"
val,0,225.57059346918865,"[-3.8000192e+02  8.1316261e+01 -4.6455620e+01  3.2188740e+01
 -1.1270120e+01 -1.1187177e+01 -1.4741341e+01 -1.3638497e+01
 -2.8695986e+00 -6.9421964e+00 -1.0207752e+01 -4.9013424e+00
 -7.1148667e+00  1.8873012e+00  4.0111504e+00 -1.3303817e+01
 -3.5957348e-01 -5.9286900e+00 -1.9708022e+00  1.2344960e-01]","[0.38210747 0.3550574  0.27653846 0.29181805 0.38257024 0.51949507
 0.56204295 0.6612504  0.5203096  0.42540404 0.3921498  0.33926073]"
val,0,169.82896106845953,"[-451.04504     62.581448   -29.333149    37.322723   -20.089838
    3.462402   -16.648317    -3.5651135   -2.085239    -4.6457667
   -4.370427    -2.7052326    3.2883935   -1.1634289    7.8890915
  -10.361629     1.7074325   -3.5527153   -2.490104     6.3113966]","[0.5182304  0.5013162  0.39249372 0.3650627  0.43534008 0.6235267
 0.54754615 0.61629677 0.44435892 0.39798683 0.40432373 0.41399595]"
val,0,217.300046687695,"[-3.9726862e+02  8.1852333e+01 -3.9703217e+01  1.8363457e+01
 -2.1397701e+01 -1.0541492e+00 -1.2087555e+01 -1.7374451e+01
 -6.6807342e+00 -3.7138686e+00 -5.5153790e+00 -3.7139685e+00
  1.1477648e+00 -1.5699350e+00  1.5164998e+00 -8.6137924e+00
 -1.2835414e+00 -1.4333506e+00  3.6526737e-01  4.7034135e+00]","[0.41736725 0.39933893 0.2980743  0.38180354 0.42090237 0.60616237
 0.57187057 0.6856605  0.47897497 0.3475449  0.326144   0.32929432]"
val,0,243.79025265535407,"[-4.1188580e+02  6.2622059e+01 -4.6798660e+01  3.4582077e+01
 -1.5799748e+01 -1.5816902e-01 -1.2231312e+01 -1.0691716e+01
 -4.1179209e+00  1.2833859e+00 -3.5210114e+00 -5.7306571e+00
  6.8777118e+00  1.4579669e-01  4.5747218e+00 -2.8631268e+00
 -2.2174115e+00 -2.8075719e+00 -9.0263283e-01  1.5187737e+00]","[0.4737383  0.47168365 0.3905734  0.4368272  0.41082302 0.6115215
 0.6028253  0.6305508  0.6527551  0.5817868  0.44811788 0.4043737 ]"
