set,label,f0,mfcc,cqt
val,0,108.34951040395036,"[-4.1520285e+02  1.0665028e+02 -2.6950977e+01  3.4241764e+01
  3.8228188e+00  8.8158554e-01 -1.5275965e+01  4.4511242e+00
 -1.8346533e+01 -8.4264517e+00 -5.6552973e-02 -1.0685961e+01
  3.2241520e-01 -1.1403484e+01 -1.8213642e+00 -2.7671797e+00
 -2.4226673e+00 -1.0079640e+01 -9.0509409e-01 -2.5120527e-01]","[0.5413522  0.5024588  0.44328934 0.47814864 0.52571684 0.640437
 0.6860398  0.5669301  0.4522676  0.47826484 0.48747543 0.4951729 ]"
val,0,110.08378531250378,"[-387.60016     114.212395    -25.714275     23.622074      7.471766
    1.0278982   -12.054587      3.647697    -19.198204    -11.288342
   -4.0441084    -8.987315      4.372776    -11.196262     -5.503569
    1.247825      1.3183136    -9.283098     -1.2202133    -0.69613767]","[0.46071723 0.46468902 0.3955013  0.41773403 0.46653488 0.5900438
 0.54588    0.4861566  0.53169984 0.49832815 0.46350086 0.46073222]"
val,0,147.43462880050478,"[-384.32144    106.59722    -19.378408    19.115122    -1.5644761
   -3.4398596  -19.997738     9.562515   -16.22477    -10.313978
   -1.6587785  -11.61328      3.5630705  -11.33442     -3.7905738
   -2.404329    -1.4038918   -9.115865    -1.217359     2.5708847]","[0.46948764 0.5598906  0.5720131  0.5064273  0.4926555  0.57253534
 0.5069104  0.49218494 0.435464   0.49903107 0.40956143 0.38600326]"
val,0,134.26573591445637,"[-3.4496445e+02  1.3031776e+02 -3.2870197e+01  1.1303471e+01
 -4.7749901e+00  1.3291761e+00 -1.8065582e+01  3.1179645e+00
 -2.3610947e+01 -8.9639816e+00  1.5587564e+00 -1.1799835e+01
  4.9665799e+00 -1.1117557e+01 -2.2486534e+00 -7.7085376e-01
 -1.7923027e+00 -9.0672846e+00 -1.3258065e-01  2.0678916e+00]","[0.53741723 0.55081636 0.45865852 0.4834624  0.56300193 0.5809256
 0.48543543 0.49424875 0.467746   0.51114005 0.49353328 0.48546314]"
val,0,150.43689853863077,"[-3.86352936e+02  1.16986176e+02 -1.42383842e+01 -2.50931811e+00
 -3.83063126e+00  8.00283909e+00 -1.54838161e+01  5.96944332e-01
 -2.22156315e+01 -1.32120523e+01  3.04483861e-01 -8.45713806e+00
  2.35742283e+00 -8.33409214e+00  2.21815109e-01 -2.94167733e+00
 -1.05573928e+00 -4.32922840e+00 -9.29365873e-01 -3.56346160e-01]","[0.43013316 0.45348233 0.40730742 0.45106152 0.57340616 0.6987001
 0.62823635 0.50128776 0.3881643  0.413937   0.41136658 0.42788523]"
val,0,138.94319266671664,"[-3.93281891e+02  1.07459557e+02 -1.38769569e+01  2.91623821e+01
  4.58658600e+00  3.79011345e+00 -1.51812229e+01  4.88328028e+00
 -1.75773792e+01 -9.17846394e+00 -5.10338449e+00 -1.53637295e+01
  3.14380765e-01 -1.07663660e+01 -1.12761676e+00 -3.49466968e+00
 -1.56840098e+00 -5.39155006e+00 -1.66654146e+00  1.12148166e-01]","[0.5210219  0.4817788  0.43277377 0.43090394 0.4881535  0.61277044
 0.5589465  0.5435678  0.47293317 0.4837954  0.4866529  0.49118903]"
val,0,149.77481985572572,"[-3.8270831e+02  1.1118374e+02 -2.9042900e+01  2.2494326e+01
  5.0635533e+00  5.8741331e+00 -2.0102448e+01  4.0626597e+00
 -1.4695607e+01 -1.4329715e+01  5.9020150e-01 -6.3093748e+00
 -5.3691859e+00 -1.1849084e+01 -3.3302549e-01 -4.0265670e+00
 -2.5060918e+00 -1.0216785e+01  9.0623921e-01 -6.5880936e-01]","[0.5133222  0.53184396 0.53223425 0.6151308  0.56197554 0.6214051
 0.5873943  0.52800256 0.4682259  0.43916425 0.43458506 0.44283298]"
val,0,165.3914887551493,"[-395.46265     87.016975   -24.477852    30.427126   -20.374466
   10.247642   -16.840416    10.018573   -15.846144    -7.6272893
    2.4057915   -6.2707844    5.5328717  -10.749173     5.2772107
   -5.438689    -0.7892433   -6.4538164    3.0515356    3.1101124]","[0.41990903 0.45753092 0.483123   0.5158342  0.55076754 0.7399035
 0.62518376 0.4916545  0.44208285 0.39502585 0.37082866 0.36042437]"
val,0,123.7154997783182,"[-360.7172      109.535576    -37.876263     14.913482    -13.315876
    8.514924    -18.075829      4.5824533   -16.441523    -13.593887
    0.45023927   -6.9845676     2.24884     -10.107108      1.3983493
   -4.0630565     1.2915962    -7.432744     -3.4749343     1.1657733 ]","[0.49647588 0.5123355  0.48284304 0.4981882  0.5224737  0.6551242
 0.62663627 0.5258511  0.45132968 0.45853359 0.49796906 0.52008796]"
val,0,149.73800066437545,"[-4.0890747e+02  9.6838028e+01 -1.8309393e+01  1.0411918e+01
 -1.0333250e+01  7.1949177e+00 -1.4240543e+01  2.7453382e+00
 -1.7217871e+01 -9.4188919e+00 -2.7652242e+00 -6.7298884e+00
  3.5668843e+00 -1.0808605e+01  2.3294973e+00 -2.3231437e+00
 -9.2076384e-02 -5.6756716e+00 -8.7874007e-01 -6.1157845e-02]","[0.47812703 0.5014217  0.43380386 0.51818985 0.5778838  0.66533107
 0.59775937 0.57071525 0.48022145 0.4622187  0.4325774  0.39967868]"
