set,label,f0,mfcc,cqt
val,0,145.13533113473332,"[-437.548       92.73802    -28.724087    49.70446      2.3375516
   10.044319    -7.9302497   -5.1342745  -16.885798    -8.271433
   -8.086567    -2.4687698   -1.3300055  -13.576822     9.194515
   -5.151721     1.4766743   -2.225512    -3.6051803   -4.1828804]","[0.4658215  0.47337613 0.43955526 0.5039256  0.59519637 0.63630223
 0.5675822  0.48977548 0.46573773 0.40837815 0.47928837 0.50056183]"
val,0,139.52498380514635,"[-4.0788046e+02  9.1186157e+01 -1.9485521e+01  4.3946312e+01
  9.8332715e-01  6.1795793e+00 -6.8986144e+00 -9.1732941e+00
 -1.9000816e+01 -8.7868633e+00 -9.0825291e+00 -6.9369993e+00
  1.5457946e+00 -1.1266826e+01  5.3839836e+00 -2.5034034e+00
  1.6824279e+00 -1.2723915e-01 -4.4614921e+00 -2.4686668e+00]","[0.506998   0.50820553 0.47281572 0.51407737 0.5448967  0.6034996
 0.5450538  0.5385089  0.5021229  0.50463474 0.464336   0.49699643]"
val,0,136.51806502244227,"[-4.2058957e+02  9.6536491e+01 -2.6020868e+01  4.5936558e+01
 -7.9688911e+00  3.5011866e+00 -8.5880480e+00 -7.5358243e+00
 -1.5510048e+01 -2.6623631e+00 -1.3042835e+01 -6.2745190e+00
  3.7330625e+00 -1.5211396e+01  8.3078327e+00 -1.4462805e-01
  3.1882122e+00 -3.1318810e+00 -2.2195215e+00 -2.0457439e+00]","[0.4371006  0.42001143 0.38732752 0.39373437 0.49430677 0.55133027
 0.5155576  0.55608726 0.46968958 0.48997122 0.4163444  0.42946643]"
val,0,133.62256496039504,"[-398.67972    119.374245   -32.371246    31.477726   -10.734584
    4.6693554   -5.1230016  -15.92492    -17.006346    -4.7517285
  -10.900156    -3.42745      1.9021426  -11.729217     5.9268384
    1.353907     3.839321    -4.9124093   -1.7094308   -2.0136194]","[0.4047751  0.44918835 0.38368544 0.46310675 0.55504125 0.5994851
 0.63214105 0.5886604  0.4998079  0.45160562 0.42173392 0.41777277]"
val,0,170.9826515118242,"[-3.9054065e+02  1.0847917e+02 -2.1578506e+01  1.8207972e+01
 -1.1235067e+01  1.1135722e+01 -2.7998500e+00 -1.6997692e+01
 -2.0382126e+01 -1.2579072e+01 -1.0020439e+01 -7.0418510e+00
 -5.7967796e+00 -9.4078779e+00  5.9092755e+00  4.5536431e-03
  3.1442082e+00 -2.1361446e+00 -3.0978284e+00 -1.6788843e+00]","[0.34231535 0.3407738  0.30426535 0.3561181  0.4425437  0.5607744
 0.60044545 0.5756213  0.4608935  0.39054695 0.39737532 0.33804607]"
val,0,146.3871649277296,"[-3.8663321e+02  1.0019490e+02 -1.4578891e+01  5.8166161e+01
 -7.4860592e+00  1.1681078e+01 -1.3375112e+01 -2.2114046e+00
 -1.1605373e+01 -1.9479098e+00 -8.9156961e-01 -4.9906445e+00
  4.5668178e+00 -7.8665690e+00  1.0880350e+01 -3.4736183e+00
  4.3367405e+00  2.4805043e+00  6.9996387e-01 -3.5752708e-01]","[0.48057598 0.47870398 0.4755025  0.5084576  0.51249576 0.6273369
 0.50284624 0.5563734  0.4761096  0.45654282 0.3956119  0.4608294 ]"
val,0,475.0268395576903,"[-4.1562500e+02  9.9595444e+01 -3.5251865e+01  4.6587322e+01
 -4.8407845e+00  1.1427625e+01 -1.3517905e+01 -6.4191809e+00
 -1.4113253e+01 -5.9995217e+00 -7.0563893e+00 -4.6485195e+00
  2.3401487e+00 -1.1710124e+01  9.4433298e+00 -2.2941661e+00
  3.7149129e+00 -3.4097149e+00 -1.8951895e+00 -3.0826899e-01]","[0.47453973 0.4983864  0.45496732 0.5328526  0.6247175  0.6528261
 0.62939477 0.6300981  0.5115306  0.48500526 0.4424769  0.46415696]"
val,0,135.2622338382536,"[-3.9897778e+02  9.2162598e+01 -3.3356129e+01  4.0882687e+01
 -2.2795889e+01  1.1609555e+01 -8.3356705e+00 -5.7354350e+00
 -1.5440187e+01 -5.8959851e+00 -9.4608030e+00 -4.4884667e+00
  2.2704859e-01 -1.3153063e+01  9.6918774e+00 -4.1694975e+00
  7.1178856e+00 -2.2255905e+00 -2.1366103e+00 -1.3609189e+00]","[0.43903258 0.45964402 0.46352032 0.4970013  0.5168164  0.6469299
 0.6726132  0.5912938  0.49814293 0.40417963 0.35281664 0.38676804]"
val,0,164.2816832190234,"[-378.22302      83.67835     -47.12187      33.743176    -22.884491
   12.14195      -9.798218     -3.270528    -14.369814     -3.1233828
   -4.3731685   -10.15871       2.8597858   -10.707238      7.386065
   -3.2055442     4.2137356    -0.60239923   -2.5261354    -3.327554  ]","[0.46836025 0.4600789  0.46144056 0.49872142 0.5256197  0.6275569
 0.7498006  0.70993    0.6012449  0.5138647  0.44639015 0.47458643]"
val,0,131.2548168953132,"[-412.6015     109.1143     -18.842886    33.686314   -15.235999
    3.4961746   -6.1597075   -7.9761543  -18.466808    -2.8411667
  -10.012747    -6.9936333    3.5246866  -10.607438    10.22336
   -1.1241963    2.8529525   -2.5310376   -4.096606    -2.6184695]","[0.4422111  0.47506914 0.415656   0.48146462 0.6045657  0.57828456
 0.5922588  0.4692277  0.4745539  0.45909894 0.4322395  0.45501453]"
