set,label,f0,mfcc,cqt
val,0,142.93057953983026,"[-4.4295074e+02  9.0310539e+01 -1.0098518e+01  4.5958691e+01
 -3.9508183e+00  1.0917855e+01 -1.1372726e+01 -7.1466131e+00
 -1.0486399e+01 -1.2578824e+01 -8.6981821e+00 -7.5431724e+00
 -5.2196236e+00 -6.9288011e+00  8.2504635e+00 -6.9131708e+00
 -8.4192008e-01  3.4024015e-02  3.7188971e-01  8.0836928e-01]","[0.49984974 0.5392646  0.45187747 0.4453351  0.48275173 0.574559
 0.5175306  0.5126443  0.5400869  0.47095165 0.49921787 0.49506217]"
val,0,138.15835926066342,"[-3.88939728e+02  7.80276108e+01 -1.40519917e+00  3.40596237e+01
  5.08576107e+00  5.18560362e+00 -9.13111210e+00 -4.63484240e+00
 -1.61821156e+01 -1.50867624e+01 -1.00979490e+01 -1.03675938e+01
 -4.39481163e+00 -6.91748190e+00  6.19895649e+00 -3.82149601e+00
 -2.12726331e+00 -1.64124653e-01 -1.13181666e-01  1.13885391e+00]","[0.44586504 0.462186   0.41792428 0.44702733 0.4548829  0.56890637
 0.5111581  0.5755882  0.54982203 0.4049003  0.42973495 0.49360216]"
val,0,127.95741012497521,"[-4.07310150e+02  9.47322693e+01 -1.10565901e+01  3.95076180e+01
 -1.34579229e+01  1.23406372e+01 -1.43609915e+01 -2.87418365e+00
 -1.70269585e+01 -1.43087053e+01 -7.57550478e+00 -8.62340641e+00
  1.70792699e-01 -8.35084915e+00  9.16890812e+00 -7.95367861e+00
 -1.93899870e+00 -1.83337629e-01 -5.56621313e-01  1.79540062e+00]","[0.50774753 0.50436765 0.46622822 0.47344995 0.47627962 0.48077884
 0.4653701  0.6205305  0.50400907 0.40572122 0.41598633 0.49487212]"
val,0,145.058986462379,"[-392.40994    118.57881    -22.56901     24.743847   -20.209558
   10.48783     -8.337589    -4.382877   -19.247152   -11.421462
   -3.0300794   -8.142695     1.6879101   -7.435341     6.939164
   -3.330392    -4.951305    -1.5065961    4.590333    -2.505407 ]","[0.4963388  0.5462481  0.5164645  0.5208703  0.48278755 0.54450107
 0.5589928  0.5574717  0.44986948 0.44063514 0.4378083  0.5367045 ]"
val,0,162.24024836463502,"[-368.04047     86.18426     -9.644276     4.9334707   -3.8321958
    7.547444   -10.265059    -7.988402   -16.957853   -14.889806
   -5.077804    -7.481415    -2.7980852   -4.0351434    3.1182714
   -1.8519434   -1.0596267   -1.4288844    1.7512536    1.0676287]","[0.43853414 0.4861675  0.4737717  0.5046539  0.5748254  0.59787846
 0.48557416 0.5958878  0.54950666 0.39652184 0.3197556  0.32656625]"
val,0,149.14149816916967,"[-4.1587988e+02  9.8813034e+01 -6.7346611e+00  3.9586647e+01
 -1.0369157e+01  1.2046911e+01 -1.6616936e+01 -4.5496325e+00
 -1.4456282e+01 -1.3216198e+01 -7.3583555e+00 -1.0361600e+01
 -2.9344301e+00 -1.0088116e+01  5.1470428e+00 -5.0220485e+00
 -6.2514365e-01 -3.8414621e+00  1.6428338e+00 -8.4515095e-02]","[0.5213087  0.60903686 0.5578574  0.5092649  0.5930352  0.61336285
 0.5322971  0.5657868  0.43200988 0.41487187 0.39576283 0.480992  ]"
val,0,149.61242114623528,"[-4.15919373e+02  9.86374664e+01 -1.71087971e+01  4.19736443e+01
 -6.39866400e+00  1.53626347e+01 -1.34165497e+01 -1.73019195e+00
 -1.45185585e+01 -1.06744947e+01 -4.68000126e+00 -9.90478611e+00
 -5.38927746e+00 -8.02263927e+00  8.08792400e+00 -9.61745548e+00
 -3.91569555e-01 -3.66035485e+00  1.19696724e+00  5.22367001e-01]","[0.50441515 0.53494173 0.5013397  0.44348896 0.44778654 0.5656088
 0.5754456  0.6327286  0.53970027 0.40119722 0.43189734 0.47613075]"
val,0,156.18806386596384,"[-409.17395     79.839554    -7.658628    33.796864   -19.04969
   12.313146    -8.531848     2.3225589  -19.203062   -11.180682
   -6.0098157   -7.6499624    1.5572219   -9.987277     6.976246
   -8.325723    -1.1829493   -1.9975132    1.21889      1.5181643]","[0.51521254 0.68848324 0.7002813  0.62428933 0.61018836 0.5803482
 0.48101318 0.5092979  0.4371398  0.39982092 0.4036658  0.42928705]"
val,0,159.46118147415137,"[-379.82986     101.87845     -29.17031      24.797575    -25.790937
   10.278725    -15.437403      1.5258743   -13.182031    -13.77246
   -4.4455514    -7.1483107     1.4199897    -9.253534      6.89295
   -4.781665      1.6301156    -2.0084157     0.44473442    1.8576409 ]","[0.4274822  0.5486749  0.53970504 0.536864   0.51020736 0.5574169
 0.55781364 0.5994973  0.61798006 0.45383054 0.36218545 0.34784576]"
val,0,131.85543207055804,"[-396.26624     99.216576   -34.059288    35.06868    -28.28879
   17.650305   -11.621006     0.741725   -17.953777    -5.4565196
   -3.9725463  -13.638543     1.8826655   -5.8990574   10.86054
   -8.635577     0.575977    -2.850444     2.571048     0.8657198]","[0.47296676 0.56829876 0.5928586  0.6408565  0.63187385 0.5020171
 0.47751305 0.52844566 0.5450155  0.60085684 0.49233133 0.45308936]"
